robot_id,iteration,position,target,sigma_est,grad_est,grad_z,grad_sigma_z,local_cost
3,1,"[0.31010977731821676, 0.7147134331923328]","[0.20033155121842627, 0.8577591891930944]","[0.46884330429230947, 0.755813592973856]","[0.5052768007529478, -0.21211122439478136]","[0.18780974680476242, -0.29431154395782766]","[0.3174670539481854, 0.0822003195630463]",0.035201902807416294
3,2,"[0.3096045005174638, 0.7149255444167276]","[0.20033155121842627, 0.8577591891930944]","[0.46855802393664625, 0.7557390393565658]","[0.18719518680441805, -0.29440331822407095]","[0.18675519391423856, -0.2938299885407011]","[0.3179070468383649, 0.08162698987967643]",0.03503522392626903
3,3,"[0.30941730533065936, 0.7152199477349517]","[0.20033155121842627, 0.8577591891930944]","[0.5560585473415465, 0.7785840849931595]","[0.5188255766772001, -0.20743984997151232]","[0.16884325982228876, -0.2977513103679269]","[0.4932824840217742, 0.12672827451641555]",0.038701828720812265
3,4,"[0.30889847975398216, 0.7154273875849232]","[0.20033155121842627, 0.8577591891930944]","[0.5557269169516736, 0.7784971215249069]","[0.34274943967668425, -0.25265618088111175]","[0.16776816963157348, -0.2972775500043391]","[0.49365687439538297, 0.12613946787996744]",0.0385353265955438
3,5,"[0.3085557303143055, 0.7156800437658043]","[0.20033155121842627, 0.8577591891930944]","[0.5559029930886743, 0.7785423378558165]","[0.3426234364617413, -0.25193545361285014]","[0.1669789056368847, -0.29673074967258256]","[0.4946945255487376, 0.1257245881800244]",0.03841219014834917
3,6,"[0.30821310687784376, 0.7159319792194171]","[0.20033155121842627, 0.8577591891930944]","[0.5557462148962743, 0.7785006126390387]","[0.16687017629287104, -0.29707079929791347]","[0.16625648971514886, -0.29616814663127883]","[0.4950662160368611, 0.1251372668392432]",0.03827213488573983
3,7,"[0.3080462367015509, 0.716229050018715]","[0.20033155121842627, 0.8577591891930944]","[0.5559219681564431, 0.7785457479847238]","[0.1667814676377929, -0.2963428201750396]","[0.1658542246752708, -0.2955236179419606]","[0.49575146290978445, 0.12463339593201761]",0.038165808672416125
3,8,"[0.30787945523391314, 0.7165253928388899]","[0.20033155121842627, 0.8577591891930944]","[0.6040473447377934, 0.7911097951057273]","[0.4449368204983751, -0.2231777613420911]","[0.15586223013019768, -0.2973844731617763]","[0.5923357790077606, 0.14916880453367476]",0.04084136207421367
3,9,"[0.30743451841341474, 0.716748570600232]","[0.20033155121842627, 0.8577591891930944]","[0.6037691893849328, 0.7910366300468944]","[0.3477628374011502, -0.24780023149737912]","[0.1549390001956733, -0.2968788490750572]","[0.5926693419430362, 0.14857611889332478]",0.04068833543752734
3,10,"[0.30708675557601356, 0.7169963708317294]","[0.20033155121842627, 0.8577591891930944]","[0.6036839666536, 0.7910134226095109]","[0.2509557452366049, -0.27232930939827293]","[0.15419096649965727, -0.2963290470782862]","[0.5931944221551729, 0.148034103555563]",0.04055568764775257
3,11,"[0.30683579983077697, 0.7172687001411276]","[0.20033155121842627, 0.8577591891930944]","[0.603877615621115, 0.791062820669412]","[0.251093835445808, -0.27154825187573167]","[0.15360013406663378, -0.2957398022095903]","[0.594083631580676, 0.14758824105656876]",0.04044867374179859
3,12,"[0.30658470599533116, 0.7175402483930033]","[0.20033155121842627, 0.8577591891930944]","[0.6037912495250857, 0.7910390907426617]","[0.15373198394443907, -0.2962246653940149]","[0.15306500084785887, -0.29513765007011367]","[0.594413087059509, 0.14699768469931662]",0.04032446519350872
3,13,"[0.30643097401138675, 0.7178364730583974]","[0.20033155121842627, 0.8577591891930944]","[0.60398527566968, 0.7910885915963067]","[0.15389348514072687, -0.2954398648286672]","[0.1526879852542623, -0.2944958559769758]","[0.5951086033165864, 0.14650423707581872]",0.04022589753807502
3,14,"[0.306277080526246, 0.7181319129232261]","[0.20033155121842627, 0.8577591891930944]","[0.6084590433943634, 0.79851435016511]","[0.27577757264354885, -0.23923596691050736]","[0.15145466604201602, -0.2953310399881133]","[0.6043639257362348, 0.16076487448376775]",0.04049775894883358
3,15,"[0.30600130295360245, 0.7183711488901366]","[0.20033155121842627, 0.8577591891930944]","[0.6081841738627873, 0.7984179054848337]","[0.2130344153130496, -0.2674428093826755]","[0.15090292928851537, -0.29478543192485485]","[0.6043657418183698, 0.16009351318939413]",0.04036731928249751
3,16,"[0.3057882685382894, 0.7186385916995193]","[0.20033155121842627, 0.8577591891930944]","[0.5991501491763767, 0.7995017015405216]","[0.16355877985828324, -0.272204161466158]","[0.15224105851210878, -0.2944138169553506]","[0.5867237612761745, 0.16172621968200462]",0.03973566342931819
3,17,"[0.3056247097584311, 0.7189107958609854]","[0.20033155121842627, 0.8577591891930944]","[0.5992845818049124, 0.7995275343107794]","[0.1999107255121121, -0.2757671377879496]","[0.15185434267071338, -0.29382013435417675]","[0.5873197440929626, 0.161233476899588]",0.03963904346310246
3,18,"[0.30542479903291897, 0.7191865629987734]","[0.20033155121842627, 0.8577591891930944]","[0.6101157085338662, 0.7859566362782207]","[0.17633886678516544, -0.3332550268607016]","[0.14924831372879593, -0.29049926704453144]","[0.6093818190018945, 0.13354014655889457]",0.03997644276841511
3,19,"[0.30524846016613383, 0.719519818025634]","[0.20033155121842627, 0.8577591891930944]","[0.610252004869051, 0.7860429703688014]","[0.15485407943312324, -0.3052562330901388]","[0.14883310895483168, -0.28978337280355415]","[0.6100070894058343, 0.13304630468633483]",0.03986293073181808
