robot_id,iteration,position,target,sigma_est,grad_est,grad_z,grad_sigma_z,local_cost
0,1,"[0.5496866744473689, 0.2929318753742354]","[0.7418019946425606, 0.7536688171196079]","[0.5187313073433538, 0.44575329204069314]","[-0.39042171381118645, -0.8909096001574535]","[-0.3285109796031564, -1.196552433490369]","[-0.06191073420803006, 0.30564283333291553]",0.2710681838726185
0,2,"[0.5504675178749913, 0.29471369457455027]","[0.7418019946425606, 0.7536688171196079]","[0.5394717451795132, 0.5194866075857512]","[-0.28273258507313603, -1.0321730442230295]","[-0.36287656268327817, -1.3225014885102768]","[-0.021991545390956047, 0.4495458260224018]",0.29282807900690866
0,3,"[0.5510329830451375, 0.29677804066299635]","[0.7418019946425606, 0.7536688171196079]","[0.5605944152498, 0.5580979331826817]","[-0.27452822323602694, -1.1588509852096065]","[-0.3987486011632388, -1.3841573594486567]","[0.01912286440932509, 0.5226397850393708]",0.306683553888057
0,4,"[0.5515820394916096, 0.29909574263341554]","[0.7418019946425606, 0.7536688171196079]","[0.5776390645345434, 0.581120006800504]","[-0.2949955126181984, -1.2401199815904542]","[-0.427342555379183, -1.416789824473144]","[0.05211405008586767, 0.564048528334177]",0.3150153001052274
0,5,"[0.5521720305168459, 0.30157598259659646]","[0.7418019946425606, 0.7536688171196079]","[0.5912024240786792, 0.5965369263613711]","[-0.31938141776584356, -1.2884896621667992]","[-0.4495146366627291, -1.4351153678226174]","[0.07806078712366649, 0.5899218875295493]",0.32002025129274914
0,6,"[0.5528107933523776, 0.30415296192093005]","[0.7418019946425606, 0.7536688171196079]","[0.602051670853367, 0.6078369984305128]","[-0.3430957631983619, -1.3169767681165636]","[-0.46661598208214683, -1.4456629761146045]","[0.09848175500197875, 0.6073680730191654]",0.322965970483144
0,7,"[0.5534969848787743, 0.3067869154571632]","[0.7418019946425606, 0.7536688171196079]","[0.6107363753355814, 0.6166259736022308]","[-0.3657360521086247, -1.3344041217673344]","[-0.4796409223498254, -1.451474107986011]","[0.1144787809136143, 0.6196781162901353]",0.32451114153046295
0,8,"[0.5542284569829915, 0.30945572370069785]","[0.7418019946425606, 0.7536688171196079]","[0.6176446647652606, 0.6237007850425719]","[-0.38739978577354794, -1.345830907152489]","[-0.4892962493272225, -1.4540672972531934]","[0.12683241556453817, 0.628490122683748]",0.32500352098344093
0,9,"[0.5550032565545386, 0.3121473855150028]","[0.7418019946425606, 0.7536688171196079]","[0.6230687982049575, 0.6294955752300253]","[-0.40805226977743425, -1.3539380078241892]","[-0.4961154511467979, -1.4542696046962504]","[0.13613108330083779, 0.634696379430045]",0.32464345544546747
0,10,"[0.5558193610940935, 0.3148552615306512]","[0.7418019946425606, 0.7536688171196079]","[0.6272427162031873, 0.6342730975529368]","[-0.42753068367259167, -1.3600773785547586]","[-0.5005273062933031, -1.4525792160180275]","[0.14284671021818762, 0.6388356720445713]",0.3235630212120253
