robot_id,iteration,position,target,sigma_est,grad_est,grad_z,grad_sigma_z,local_cost
5,1,"[0.9412392345915409, 0.9656916738622313]","[0.7504645765974756, 0.7929782198838581]","[0.6363291304338669, 0.8562349327491808]","[-0.1672888714956826, 0.14840477395325558]","[0.4425313368196655, 0.36731825617935654]","[-0.6098202083153481, -0.21891348222610096]",0.07672000229714553
5,2,"[0.9415738123345323, 0.9653948643143248]","[0.7504645765974756, 0.7929782198838581]","[0.5762331966909412, 0.7649082266487648]","[0.21199317614093893, 0.021105332519377462]","[0.4552865946028317, 0.38493061639404536]","[-0.7306812312871822, -0.4009732753311199]",0.08361710499279187
5,3,"[0.9411498259822504, 0.965352653649286]","[0.7504645765974756, 0.7929782198838581]","[0.5511311673453806, 0.7223853821442815]","[0.3115401255297346, 0.13873242649152068]","[0.4593742304969236, 0.3933423218318568]","[-0.7800373172737396, -0.48593454301000905]",0.08718857465963464
5,4,"[0.9405267457311909, 0.9650751887963029]","[0.7504645765974756, 0.7929782198838581]","[0.5376973229796793, 0.6983578877457071]","[0.3547602707613805, 0.2098497332348176]","[0.460690222817733, 0.39753739803500887]","[-0.8056588455030231, -0.5334346021011918]",0.08908196109606706
5,5,"[0.9398172251896681, 0.9646554893298334]","[0.7504645765974756, 0.7929782198838581]","[0.5297069753810542, 0.6826832560373381]","[0.3818335731169067, 0.24854245090004767]","[0.46072734714610797, 0.3997489855504496]","[-0.820220499617228, -0.5639444665849904]",0.09009738610790848
5,6,"[0.9390535580434344, 0.9641584044280332]","[0.7504645765974756, 0.7929782198838581]","[0.5248517473681157, 0.671163817310817]","[0.4025741708325225, 0.26868661932211124]","[0.46001832502698137, 0.4009592865117936]","[-0.8284036213506374, -0.5859891742344325]",0.09060935630807213
5,7,"[0.9382484097017694, 0.963621031189389]","[0.7504645765974756, 0.7929782198838581]","[0.521969321421528, 0.6619888144129643]","[0.41924852689738923, 0.27933121566091024]","[0.4588234838646359, 0.4016120659663468]","[-0.8325581765604828, -0.6032644335528494]",0.09080876437928521
5,8,"[0.9374099126479746, 0.9630623687580672]","[0.7504645765974756, 0.7929782198838581]","[0.5203803280610487, 0.6543060298310599]","[0.43262534217242343, 0.2853703109176451]","[0.4572965890183832, 0.40191956553381963]","[-0.8340591691738517, -0.6175126778540145]",0.0908015914941334
5,9,"[0.9365446619636297, 0.9624916281362319]","[0.7504645765974756, 0.7929782198838581]","[0.5196562454409601, 0.6476761619909527]","[0.44318669854295156, 0.2893110078945773]","[0.45553785403684227, 0.4019899097338035]","[-0.8337768330453392, -0.6296309322905584]",0.09065106670271598
5,10,"[0.9356582885665439, 0.9619130061204427]","[0.7504645765974756, 0.7929782198838581]","[0.519515337904584, 0.6418495879483397]","[0.45134675691243714, 0.2923917073280482]","[0.4536160140705286, 0.4018822561075899]","[-0.8322859013239197, -0.6401268363442061]",0.09039722765744808
5,11,"[0.934755595052719, 0.9613282227057867]","[0.7504645765974756, 0.7929782198838581]","[0.519767583900254, 0.6366700013809161]","[0.45747787457256806, 0.2951995945975332]","[0.45157963914097987, 0.40163164990883127]","[-0.82997602230493, -0.6493164426497411]",0.09006670394082494
5,12,"[0.9338406393035739, 0.9607378235165916]","[0.7504645765974756, 0.7929782198838581]","[0.5202825920637846, 0.6320304903305759]","[0.4619087788822127, 0.2979934465330431]","[0.44946373486015445, 0.4012606739026703]","[-0.8271160944795786, -0.6574146663720315]",0.0896779419173078
5,13,"[0.9329168217458095, 0.9601418366235256]","[0.7504645765974756, 0.7929782198838581]","[0.5209698016527111, 0.6278523865945264]","[0.4649234749086683, 0.3008688273841677]","[0.4472938943152875, 0.40078512348513484]","[-0.8238940401861967, -0.6645789000579985]",0.08924415911757003
5,14,"[0.9319869747959921, 0.9595400989687572]","[0.7504645765974756, 0.7929782198838581]","[0.521765795251551, 0.6240744815882194]","[0.4667634863693924, 0.3038420256034595]","[0.44508903230592134, 0.4002168816459059]","[-0.8204423590888823, -0.6709312347610756]",0.08877510027116717
5,15,"[0.9310534478232534, 0.9589324149175503]","[0.7504645765974756, 0.7929782198838581]","[0.5226259456671308, 0.6206471882071947]","[0.46763209922488463, 0.3068926694865928]","[0.4428632428827802, 0.3995654354094556]","[-0.8168550043122451, -0.6765704534207113]",0.08827812717267794
5,16,"[0.9301181836248036, 0.9583186295785772]","[0.7504645765974756, 0.7929782198838581]","[0.5235187995688949, 0.6175291776465374]","[0.4676993365095038, 0.3099853617151102]","[0.4406270908658378, 0.3988387097758461]","[-0.8131987681118173, -0.6815789038640796]",0.08775892056222559
