robot_id,iteration,position,target,sigma_est,grad_est,grad_z,grad_sigma_z,local_cost
8,1,"[0.051825822757190346, 0.8278814067097896]","[0.3103297737633065, 0.7144267683506479]","[0.20549940165289093, 0.7033781370326839]","[-0.24039545999997125, 0.0028033912994931964]","[-0.5477426177913725, 0.25180993065370455]","[0.3073471577914012, -0.24900653935421135]",0.08360791095206645
8,2,"[0.052306613677190285, 0.8278757999271906]","[0.3103297737633065, 0.7144267683506479]","[0.27521934275721766, 0.6510963275881643]","[-0.2832688279719635, 0.05326898756332704]","[-0.5606288659882379, 0.26225395762089077]","[0.44582545816005476, -0.3535589446780527]",0.08754074056911797
8,3,"[0.052873151333134215, 0.827769261952064]","[0.3103297737633065, 0.7144267683506479]","[0.3245664798992813, 0.622773695684813]","[-0.27687354755698723, 0.09945590879650873]","[-0.569251910573574, 0.26768410045628244]","[0.5433866571322942, -0.40999113253450203]",0.09071447798659767
8,4,"[0.05342689842824819, 0.827570350134471]","[0.3103297737633065, 0.7144267683506479]","[0.36145520278780796, 0.6061791547532405]","[-0.2842611567337684, 0.14048217484512182]","[-0.5754114115420286, 0.27056540264389234]","[0.6160566087191195, -0.44278239076246106]",0.09319010722218876
8,5,"[0.053995420741715726, 0.8272893857847807]","[0.3103297737633065, 0.7144267683506479]","[0.3904108508841824, 0.5958036976722774]","[-0.29540439704714716, 0.17199812969674655]","[-0.5799517920716749, 0.27202237249076633]","[0.6728308602849334, -0.4629713762250067]",0.09512136749696698
8,6,"[0.05458622953581002, 0.8269453895253872]","[0.3103297737633065, 0.7144267683506479]","[0.4135780263032677, 0.5890031426550406]","[-0.3113265843866374, 0.19562793264528494]","[-0.5832854478084845, 0.27262569172354795]","[0.7179835935349153, -0.4758844937406932]",0.09661436282430957
8,7,"[0.055208882704583295, 0.8265541336600967]","[0.3103297737633065, 0.7144267683506479]","[0.4323265746427851, 0.5843635868692302]","[-0.3305517099620466, 0.21310654387241318]","[-0.5856653205050868, 0.27269283997707083]","[0.7542353838764037, -0.484381093581733]",0.09774661655860103
8,8,"[0.05586998612450739, 0.8261279205723518]","[0.3103297737633065, 0.7144267683506479]","[0.44760028175091077, 0.5810829371738533]","[-0.3517761567318598, 0.22594122216678564]","[-0.5872656344028789, 0.27241130112310763]","[0.7834605912528068, -0.4900899667969971]",0.09857689777287101
8,9,"[0.0565735384379711, 0.8256760381280183]","[0.3103297737633065, 0.7144267683506479]","[0.46010090400175807, 0.5786847723790012]","[-0.3737858080384474, 0.2353194564030308]","[-0.5882179437634283, 0.27189679270454414]","[0.807054731127574, -0.49398253149803417]",0.09915252900400032
8,10,"[0.057321110054048, 0.8252053992152122]","[0.3103297737633065, 0.7144267683506479]","[0.4703702159319776, 0.5768764349477754]","[-0.3956093925934714, 0.24215330141461916]","[-0.5886271485941029, 0.271223054582616]","[0.8260982117558592, -0.49665792853487356]",0.09951297280424157
