robot_id,iteration,position,target,sigma_est,grad_est,grad_z,grad_sigma_z,local_cost
12,1,"[0.545572768442025, 0.5661245063767308]","[0.7555875919023212, 0.9542547028880555]","[0.5169378388003194, 0.5122626317647094]","[-0.47157252027566243, -0.8732117673242878]","[-0.4143026609922513, -0.765488018100245]","[-0.057269859283411106, -0.10772374922404282]",0.19512338159020953
12,2,"[0.5465159134825763, 0.5678709299113794]","[0.7555875919023212, 0.9542547028880555]","[0.5197931298963913, 0.5200474169915553]","[-0.4053493191627513, -0.7373295307815981]","[-0.4127988001222527, -0.7632028433693873]","[-0.053445567172370145, -0.09564702583964824]",0.19330350629199938
12,3,"[0.5473266121209018, 0.5693455889729426]","[0.7555875919023212, 0.9542547028880555]","[0.5155920175859209, 0.5225693392416043]","[-0.440104617884056, -0.7492483150559627]","[-0.4101750406558425, -0.760462977883958]","[-0.0634691890699619, -0.09355249946267663]",0.1918471718773569
12,4,"[0.54820682135667, 0.5708440856030546]","[0.7555875919023212, 0.9542547028880555]","[0.5081506528240344, 0.5237384234680762]","[-0.4742163685216514, -0.7537688619728965]","[-0.40675030738477524, -0.7574001021430061]","[-0.08011233706527121, -0.09421132426995671]",0.19039282944324243
12,5,"[0.5491552540937132, 0.5723516233270003]","[0.7555875919023212, 0.9542547028880555]","[0.4999536460811678, 0.5239331417471691]","[-0.4956465017323931, -0.7581949161803031]","[-0.40302435401470676, -0.7541224628061441]","[-0.09840321602509083, -0.09683696315966239]",0.1889407870302965
12,6,"[0.550146547097178, 0.5738680131593609]","[0.7555875919023212, 0.9542547028880555]","[0.49209905970603995, 0.5235537160503797]","[-0.5065250426250616, -0.7616479672619147]","[-0.3992725921320587, -0.750710520035593]","[-0.11609497478227615, -0.10062859421796233]",0.18749016054198253
12,7,"[0.5511595971824281, 0.5753913090938847]","[0.7555875919023212, 0.9542547028880555]","[0.4850566044448859, 0.5228845609881173]","[-0.5093600022151022, -0.7632965733311526]","[-0.3956353908922776, -0.7472254379671881]","[-0.13220598547508444, -0.10501349621153477]",0.18604093260698376
12,8,"[0.5521783171868583, 0.576917902240547]","[0.7555875919023212, 0.9542547028880555]","[0.47898820120019453, 0.5221135706075172]","[-0.5063357285488229, -0.7629679928454347]","[-0.392180526233593, -0.7437127349684111]","[-0.1463802319733275, -0.10960866326605956]",0.18459442494755668
12,9,"[0.5531909886439559, 0.5784438382262378]","[0.7555875919023212, 0.9542547028880555]","[0.473903268713323, 0.5213539164628297]","[-0.49927677675227433, -0.7609087470759169]","[-0.38893566253060396, -0.7402037449709538]","[-0.15857543986126577, -0.1141798435268162]",0.18315277117826217
12,10,"[0.5541895421974604, 0.5799656557203896]","[0.7555875919023212, 0.9542547028880555]","[0.4697383547846176, 0.5206674538220958]","[-0.4896318211665803, -0.7575081727956636]","[-0.3859058619271529, -0.7367184539556729]","[-0.1689023748256856, -0.11859640379658765]",0.18171829323498173
12,11,"[0.5551688058397936, 0.581480672065981]","[0.7555875919023212, 0.9542547028880555]","[0.46639931428905423, 0.5200834159630762]","[-0.47849542955142543, -0.7531507709961666]","[-0.3830836738149074, -0.7332686104235681]","[-0.17753898310147864, -0.12279451220580961]",0.1802931324308284
12,12,"[0.5561257966988964, 0.5829869736079734]","[0.7555875919023212, 0.9542547028880555]","[0.46378359691109106, 0.5196114957617682]","[-0.4666599507306983, -0.7481585980073203]","[-0.38045515044928846, -0.7298603629909232]","[-0.18468439957561067, -0.12675095569241024]",0.17887908785594994
12,13,"[0.5570591166003578, 0.584483290803988]","[0.7555875919023212, 0.9542547028880555]","[0.46179161542729985, 0.5192503488536545]","[-0.45467700948846146, -0.7427793858693216]","[-0.37800345036931515, -0.7264962357780683]","[-0.19053500234611587, -0.13046588390066693]",0.17747757604989298
