robot_id,iteration,position,target,sigma_est,grad_est,grad_z,grad_sigma_z,local_cost
13,1,"[0.25754119242032897, 0.3537742035823148]","[0.9451187143293178, 0.7206962246383404]","[0.4368048749128726, 0.44154343895643366]","[-1.052480415331399, -0.5758594184386372]","[-1.4110077803164862, -0.7513978891868749]","[0.3585273649850873, 0.1755384707482377]",0.6113785088242389
13,2,"[0.2596461532509918, 0.3549259224191921]","[0.9451187143293178, 0.7206962246383404]","[0.4671294735048483, 0.49536591180915374]","[-1.2966418926906103, -0.5468029656646443]","[-1.4124417862074234, -0.7596286023162889]","[0.41496664050771304, 0.2808799787799233]",0.6099378178571082
13,3,"[0.262239437036373, 0.35601952835052136]","[0.9451187143293178, 0.7206962246383404]","[0.4935550632421007, 0.5233934906847308]","[-1.264745412189902, -0.5970259759471587]","[-1.4120216798270353, -0.76282818504248]","[0.4626312524114554, 0.33474792466841896]",0.6074652963909731
13,4,"[0.2647689278607528, 0.3572135803024157]","[0.9451187143293178, 0.7206962246383404]","[0.5048709964706816, 0.5398094394023052]","[-1.3279476737160565, -0.6356316501464581]","[-1.4087199866591158, -0.7634844604918273]","[0.48020413721985755, 0.365191718199779]",0.6040944897923778
13,5,"[0.2674248232081849, 0.3584848436027086]","[0.9451187143293178, 0.7206962246383404]","[0.5099722856280522, 0.5498660849257913]","[-1.3666211733043008, -0.6658593417300249]","[-1.4038972747262395, -0.7626990103358801]","[0.4850949248397346, 0.3827624826461653]",0.6000116997203097
13,6,"[0.2701580655547935, 0.35981656228616865]","[0.9451187143293178, 0.7206962246383404]","[0.5121058675534698, 0.556309805919168]","[-1.3880151825903215, -0.6876356803646844]","[-1.398310857948784, -0.7610579734309433]","[0.48389560399735254, 0.3929864872659987]",0.5955208414620853
13,7,"[0.27293409591997414, 0.361191833646898]","[0.9451187143293178, 0.7206962246383404]","[0.5130368598357933, 0.5606005781630041]","[-1.395838216863351, -0.7026851572913474]","[-1.3923897896018511, -0.758890530886106]","[0.4802055278316383, 0.39881748903221226]",0.5908168868311934
13,8,"[0.2757257723537008, 0.3625972039614807]","[0.9451187143293178, 0.7206962246383404]","[0.5135292100707726, 0.5635677306170546]","[-1.395710358881965, -0.712585387759075]","[-1.3863465714946483, -0.7563921466848341]","[0.4756068754341435, 0.4019410533111477]",0.5860157821339254
13,9,"[0.2785171930714648, 0.36402237473699883]","[0.9451187143293178, 0.7206962246383404]","[0.5139104724573926, 0.5656943982083014]","[-1.3913097014422886, -0.7187412410397297]","[-1.3802816983928918, -0.7536821044969436]","[0.4707865587718557, 0.40334404694260506]",0.5811819834498357
13,10,"[0.2812998124743494, 0.3654598572190783]","[0.9451187143293178, 0.7206962246383404]","[0.5143057066179744, 0.5672687484808732]","[-1.384873634951111, -0.7222727526854109]","[-1.374238982538662, -0.7508345130908831]","[0.46601178828725, 0.4036177825235897]",0.5763502687269676
13,11,"[0.2840695597442516, 0.36690440272444913]","[0.9451187143293178, 0.7206962246383404]","[0.5147525874420678, 0.5684661599773344]","[-1.37764228537396, -0.724018522192806]","[-1.368234914709696, -0.7478959952783596]","[0.46136605539563236, 0.40312351450577055]",0.5715388181562517
13,12,"[0.2868248443149995, 0.36835243976883475]","[0.9451187143293178, 0.7206962246383404]","[0.5152531655489309, 0.5693957540526675]","[-1.3702594844615585, -0.7245759270191096]","[-1.362273404275423, -0.7448962325957778]","[0.45685664246786273, 0.4020866285676655]",0.5667567532505948
13,13,"[0.2895653632839226, 0.36980159162287296]","[0.9451187143293178, 0.7206962246383404]","[0.5157970148075668, 0.5701272075048816]","[-1.3630301651611265, -0.7243540576689966]","[-1.3563530323955193, -0.7418543892073366]","[0.4524633030472883, 0.4006512317640172]",0.5620083507988689
13,14,"[0.29229142361424487, 0.37125029973821094]","[0.9451187143293178, 0.7206962246383404]","[0.5163710687933432, 0.570706415377066]","[-1.356075625462666, -0.7236235471137619]","[-1.3504705104659656, -0.7387830729280299]","[0.44815929035819657, 0.39891223127771014]",0.5572953688766223
13,15,"[0.2950035748651702, 0.37269754683243844]","[0.9451187143293178, 0.7206962246383404]","[0.5169634455275187, 0.5711647263536195]","[-1.3494224135401822, -0.7225576491031944]","[-1.3446222530607648, -0.7356907915160401]","[0.443919741324697, 0.3969343590423621]",0.5526183148682978
13,16,"[0.2977024196922506, 0.37414266213064484]","[0.9451187143293178, 0.7206962246383404]","[0.5175646220364778, 0.5715244310737042]","[-1.343051687159349, -0.7212636101018205]","[-1.3388050297429799, -0.732583478804003]","[0.4397244046884544, 0.39476353788611873]",0.5479771253214395
13,17,"[0.30038852306656927, 0.3755851893508485]","[0.9451187143293178, 0.7206962246383404]","[0.5181675068025708, 0.571802048113187]","[-1.3369258291869373, -0.7198054481926605]","[-1.3330161792726973, -0.7294654423274515]","[0.43555796747200315, 0.39243371752467704]",0.5433715203448694
13,18,"[0.30306237472494313, 0.37702480024723384]","[0.9451187143293178, 0.7206962246383404]","[0.5187671086642861, 0.5720103080877853]","[-1.331002287772796, -0.7182198716789716]","[-1.327253625996618, -0.7263399503503234]","[0.43140946787868595, 0.38997101568110293]",0.5388011792203482
13,19,"[0.30572437930048874, 0.3784612399905918]","[0.9451187143293178, 0.7206962246383404]","[0.5193601065602758, 0.5721593647450823]","[-1.3252403649970064, -0.7165270463286126]","[-1.3215158155096156, -0.7232095942463953]","[0.42727145451957405, 0.3873962495089811]",0.5342658191333257
13,20,"[0.30837486003048276, 0.379894294083249]","[0.9451187143293178, 0.7206962246383404]","[0.519944443111511, 0.5722575453143979]","[-1.3196041849381641, -0.7147376538438731]","[-1.3158016252138758, -0.7200765113564126]","[0.4231391661620565, 0.3847265024622978]",0.5297652227483433
13,21,"[0.3110140684003591, 0.3813237693909367]","[0.9451187143293178, 0.7206962246383404]","[0.5205189834382531, 0.5723118251464967]","[-1.314063644863177, -0.7128573658989934]","[-1.3101102748654962, -0.7169425216459193]","[0.41900983007578796, 0.38197611151112]",0.5252992400559735
13,22,"[0.31364219569008545, 0.3827494841227347]","[0.9451187143293178, 0.7206962246383404]","[0.5210832455534651, 0.5723281365273806]","[-1.3085943476506838, -0.7108895674802064]","[-1.3044412472511406, -0.7138092115121406]","[0.41488209972675927, 0.3791573048092918]",0.5208677784794452
13,23,"[0.3162593843853868, 0.3841712632576951]","[0.9451187143293178, 0.7206962246383404]","[0.5216371950463295, 0.572311577005721]","[-1.303177061853751, -0.7088369262803245]","[-1.2987942220200506, -0.7106779855108958]","[0.4107556213218855, 0.37628062749605184]",0.5164707887666836
13,24,"[0.31886573850909433, 0.3855889371102557]","[0.9451187143293178, 0.7206962246383404]","[0.5221810927256871, 0.572266556112993]","[-1.2977970033333661, -0.7067022234948233]","[-1.2931690224837658, -0.7075500988567168]","[0.4066307084331856, 0.37335523800547465]",0.5121082505477907
13,25,"[0.3214613325157611, 0.38700234155724533]","[0.9451187143293178, 0.7206962246383404]","[0.5227153838897576, 0.5721969036250492]","[-1.2924430916288405, -0.7044887281302259]","[-1.2875655739019127, -0.7044266785757508]","[0.402508102747993, 0.37038912413560765]",0.5077801593976732
13,26,"[0.3240462186990188, 0.3884113190135058]","[0.9451187143293178, 0.7206962246383404]","[0.5232406193755949, 0.5721059531668408]","[-1.2871072561197074, -0.702200301987145]","[-1.2819838713959133, -0.7013087380803362]","[0.39838880135315213, 0.36738926830666996]",0.503486516122316
13,27,"[0.3266204332112582, 0.38981571961748007]","[0.9451187143293178, 0.7206962246383404]","[0.5237574003887147, 0.571996609416875]","[-1.2817838241445516, -0.6998413564326266]","[-1.2764239556716106, -0.6981971880015996]","[0.39427393435491287, 0.3643617795987899]",0.49922731839245627
13,28,"[0.3291840008595473, 0.39121540233034535]","[0.9451187143293178, 0.7206962246383404]","[0.5242663408553812, 0.5718714038869308]","[-1.2764690001994916, -0.6974167370928027]","[-1.2708858949387078, -0.6950928449273072]","[0.3901646799916677, 0.3613120031131709]",0.49500255455350733
13,29,"[0.33173693885994626, 0.39261023580453097]","[0.9451187143293178, 0.7206962246383404]","[0.5247680425176879, 0.5717325423175263]","[-1.2711604334786, -0.6949315825705212]","[-1.2653697716702914, -0.6919964389702179]","[0.38606220731548335, 0.35824461302599075]",0.4908121993140031
13,30,"[0.3342792597269035, 0.39400009896967203]","[0.9451187143293178, 0.7206962246383404]","[0.5252630791790658, 0.5715819455923565]","[-1.2658568654271412, -0.6923911836660724]","[-1.259875673095261, -0.6889086206618736]","[0.3819676389043246, 0.355163693245369]",0.4866562109801391
13,31,"[0.33681097345775773, 0.39538488133700417]","[0.9451187143293178, 0.7206962246383404]","[0.5257519874326796, 0.571421285408173]","[-1.2605578468531, -0.6898008570521786]","[-1.2544036845381044, -0.6858299674169062]","[0.3778820279498437, 0.35207280814233777]",0.48253452991679885
13,32,"[0.33933208915146396, 0.3967644830511085]","[0.9451187143293178, 0.7206962246383404]","[0.5262352619112232, 0.5712520155455209]","[-1.2552635138784163, -0.6871658395911366]","[-1.2489538849076596, -0.6827609896733462]","[0.3738063455195184, 0.3489750649888247]",0.47844707795047603
13,33,"[0.3418426161792208, 0.3981388147302908]","[0.9451187143293178, 0.7206962246383404]","[0.5267133536283992, 0.5710753993548807]","[-1.249974412690586, -0.6844912048589972]","[-1.24352634379003, -0.6797021367410172]","[0.36974147489835685, 0.3458731692491799]",0.47439375847245724
13,34,"[0.344342565004602, 0.3995077971400088]","[0.9451187143293178, 0.7206962246383404]","[0.5271866703790039, 0.570892533933983]","[-1.2446913641568158, -0.6817818008489168]","[-1.2381211197243123, -0.676653802355458]","[0.36568821074880387, 0.3427694735879484]",0.4703744570438949
13,35,"[0.3468319477329156, 0.4008713607417066]","[0.9451187143293178, 0.7206962246383404]","[0.5276555784580756, 0.5707043713856299]","[-1.2394153605967861, -0.6790422065151529]","[-1.2327382593378364, -0.6736163299220522]","[0.3616472614503201, 0.3396660212878466]",0.46638904234417905
13,36,"[0.3493107784541092, 0.4022294451547369]","[0.9451187143293178, 0.7206962246383404]","[0.5281204051754396, 0.5705117374883052]","[-1.2341474882207641, -0.6762767042941842]","[-1.2273777970946833, -0.6705900174339205]","[0.35761925344266077, 0.33656458466713657]",0.46243736733866103
13,37,"[0.3517790734305507, 0.4035819985633253]","[0.9451187143293178, 0.7206962246383404]","[0.5285814417997405, 0.5703153480711429]","[-1.2288888698503422, -0.6734892656756716]","[-1.2220397554713722, -0.6675751220515938]","[0.35360473673837967, 0.3334666990156353]",0.4585192705709388
13,38,"[0.3542368511702514, 0.4049289770946766]","[0.9451187143293178, 0.7206962246383404]","[0.5290389466806736, 0.5701158233532112]","[-1.2236406235170738, -0.6706835470855159]","[-1.2167241454202173, -0.6645718643390344]","[0.3496041910208445, 0.33037369251706916]",0.45463457750879865
13,39,"[0.3566841324172855, 0.40627034418884767]","[0.9451187143293178, 0.7206962246383404]","[0.5294931483808243, 0.5699137004806161]","[-1.2184038333726683, -0.6678628936558795]","[-1.2114309670167722, -0.6615804321573391]","[0.3456180319270775, 0.3272867125835368]",0.4507831018920989
13,40,"[0.35912094008403084, 0.40760606997615945]","[0.9451187143293178, 0.7206962246383404]","[0.5299442487077459, 0.5697094444716232]","[-1.213179530049422, -0.6650303488135658]","[-1.206160210215317, -0.6586009842234546]","[0.3416466172474302, 0.3242067489909275]",0.4469646470460157
13,41,"[0.3615472991441297, 0.4089361306737866]","[0.9451187143293178, 0.7206962246383404]","[0.5303924255789165, 0.5695034577588105]","[-1.207968678193852, -0.6621886679728095]","[-1.2009118556573335, -0.6556336533461123]","[0.33769025286957366, 0.32113465417004783]",0.44317900713483144
13,42,"[0.36396323650051743, 0.4102605080097322]","[0.9451187143293178, 0.7206962246383404]","[0.5308378356816568, 0.5692960884977466]","[-1.202772169375323, -0.6593403349465247]","[-1.1956858754938287, -0.6526785493548193]","[0.3337491983622787, 0.31807116097602883]",0.43942596834044145
13,43,"[0.36636878083926805, 0.41157918867962523]","[0.9451187143293178, 0.7206962246383404]","[0.5312806169104276, 0.569087637793661]","[-1.1975908189601048, -0.6564875799798409]","[-1.1904822341943315, -0.6497357617402375]","[0.3298236721423191, 0.31501689822807155]",0.4357053099565057
13,44,"[0.36876396247718823, 0.41289216383958494]","[0.9451187143293178, 0.7206962246383404]","[0.531720890577664, 0.5688783659809418]","[-1.1924253658543462, -0.6536323985577485]","[-1.1853008893243544, -0.6468053620257822]","[0.3259138562009516, 0.31197240428271367]",0.4320168053941767
13,45,"[0.3711488132088969, 0.41419942863670045]","[0.9451187143293178, 0.7206962246383404]","[0.532158763403321, 0.5686684980750545]","[-1.1872764742697821, -0.6507765703457236]","[-1.1801417922797266, -0.6438874058909506]","[0.3220199003888482, 0.30893813887670807]",0.4283602230989329
13,46,"[0.3735233661574365, 0.4155009817773919]","[0.9451187143293178, 0.7206962246383404]","[0.5325943292939694, 0.568458228502583]","[-1.182144736864879, -0.6479216777917277]","[-1.1750048889710694, -0.6409819350669351]","[0.3181419262730659, 0.30591449345038213]",0.4247353273805811
13,47,"[0.3758876556311662, 0.4167968251329754]","[0.9451187143293178, 0.7206962246383404]","[0.5330276709255715, 0.5682477252025169]","[-1.1770306787712268, -0.6450691240543702]","[-1.1698901204551841, -0.6380889790246382]","[0.3142800305888105, 0.30290180013908297]",0.42114187916019996
