robot_id,iteration,position,target,sigma_est,grad_est,grad_z,grad_sigma_z,local_cost
2,1,"[0.6115808111762653, 0.433463634458056]","[0.9668518498257337, 0.320750320879281]","[0.6844072700188075, 0.3734459994760435]","[-0.6377156184563946, 0.1654089921755375]","[-0.783368536141479, 0.28544426213956253]","[0.14565291768508448, -0.12003526996402503]",0.14337470676916864
2,2,"[0.6122185267947217, 0.4332982254658805]","[0.9668518498257337, 0.320750320879281]","[0.6843330196279463, 0.3735064688677934]","[-0.7828050709138838, 0.28533932253913685]","[-0.7813811388952487, 0.28488756577128604]","[0.14422898566644937, -0.11958351319617422]",0.14281960174769148
2,3,"[0.6130013318656355, 0.4330128861433413]","[0.9668518498257337, 0.320750320879281]","[0.6844781090804039, 0.37338653853742976]","[-0.7804532443718774, 0.28448229611838327]","[-0.7791778131349646, 0.2841514781340322]","[0.1429535544295366, -0.11925269521182313]",0.14214518812521246
2,4,"[0.6137817851100075, 0.43272840384722294]","[0.9668518498257337, 0.320750320879281]","[0.7038111581148424, 0.3746079438222287]","[-0.7210724295582176, 0.2878826941334821]","[-0.7961695024362874, 0.2820766259608781]","[0.18005874600966987, -0.11624092004998854]",0.14293919960212273
2,5,"[0.6145028575395657, 0.43244052115308945]","[0.9668518498257337, 0.320750320879281]","[0.7037517773000287, 0.37460454342421357]","[-0.7575159295236064, 0.2845796358794989]","[-0.793946904332799, 0.28121637827649276]","[0.17849783952092602, -0.11567195545775177]",0.1422796982014138
2,6,"[0.6152603734690892, 0.43215594151720993]","[0.9668518498257337, 0.320750320879281]","[0.703768545938921, 0.37460680253245615]","[-0.7938515401884079, 0.28128725424286904]","[-0.7916911251831207, 0.2803603802606116]","[0.17701634493966356, -0.11509827796950756]",0.141600578552285
2,7,"[0.6160542250092776, 0.43187465426296706]","[0.9668518498257337, 0.320750320879281]","[0.7038048815495859, 0.3746100949140928]","[-0.7915398584562922, 0.2804355818820186]","[-0.7893459061732203, 0.27951322611624635]","[0.17550131308061645, -0.11452911869774851]",0.1408972947871736
2,8,"[0.6168457648677339, 0.43159421868108505]","[0.9668518498257337, 0.320750320879281]","[0.7038402616386619, 0.37461391956561146]","[-0.7891585569275668, 0.2795918995799189]","[-0.7870066666869275, 0.27866809471908166]","[0.17398899354185593, -0.11396059823094717]",0.14019802766538128
2,9,"[0.6176349234246614, 0.4313146267815051]","[0.9668518498257337, 0.320750320879281]","[0.7038378803371331, 0.37461476324791354]","[-0.7868594601334075, 0.2787446308958398]","[-0.7846368097146162, 0.2778284753380398]","[0.1724059138249434, -0.11339972706718315]",0.13949983957724318
2,10,"[0.6184217828847949, 0.4310358821506093]","[0.9668518498257337, 0.320750320879281]","[0.6986359280189051, 0.40105329740867124]","[-0.8108563979382205, 0.4103590570764644]","[-0.7770742790159878, 0.2505537072845946]","[0.16042829026822036, -0.05996516948387609]",0.1372330488071008
2,11,"[0.6192326392827331, 0.4306255230935328]","[0.9668518498257337, 0.320750320879281]","[0.6986153893455995, 0.40091913268397933]","[-0.8270880302085226, 0.35454786778419056]","[-0.7746211711488676, 0.24945679483805705]","[0.15876550012573287, -0.05941278081910695]",0.13650372091951588
2,12,"[0.6200597273129416, 0.4302709752257486]","[0.9668518498257337, 0.320750320879281]","[0.7032997806837354, 0.3971349135296467]","[-0.7911628126022245, 0.2819535149813003]","[-0.7768242983963781, 0.25217737038903704]","[0.16648010674158775, -0.06627212339220379]",0.1362730025003561
2,13,"[0.6208508901255438, 0.4299890217107673]","[0.9668518498257337, 0.320750320879281]","[0.7032911071741278, 0.3972099771686771]","[-0.7981200828734233, 0.2886025790160824]","[-0.7744421364489636, 0.25125644620506277]","[0.1648804340971679, -0.06555808908418037]",0.13558518544685833
2,14,"[0.6216490102084172, 0.4297004191317512]","[0.9668518498257337, 0.320750320879281]","[0.7032872355828698, 0.39724680418146563]","[-0.7747674922833108, 0.2517647659531341]","[-0.7720439046090855, 0.250353811455226]","[0.16327645074890507, -0.06490722990057118]",0.13489414287189727
2,15,"[0.6224237777007006, 0.4294486543657981]","[0.9668518498257337, 0.320750320879281]","[0.7062568250464791, 0.3895989083370521]","[-0.7573285138240654, 0.21239350950053598]","[-0.7726891915958448, 0.2572464130017802]","[0.16766609469155713, -0.07969949205749205]",0.13475401561343064
2,16,"[0.6231811062145246, 0.42923626085629757]","[0.9668518498257337, 0.320750320879281]","[0.7023379218293487, 0.40946718021407297]","[-0.788549333847605, 0.3660085457005296]","[-0.7664983028372423, 0.2367409605962577]","[0.15831363122964826, -0.0395381612844492]",0.1332070881908373
2,17,"[0.6239696555483722, 0.42887025231059706]","[0.9668518498257337, 0.320750320879281]","[0.7020787795009903, 0.41122724564902596]","[-0.8061971839323321, 0.328804752969055]","[-0.7638735125073409, 0.23388286952420317]","[0.15621824790523609, -0.035286013323142185]",0.13246427418952358
2,18,"[0.6247758527323046, 0.428541447557628]","[0.9668518498257337, 0.320750320879281]","[0.7056303301823144, 0.40836443959210145]","[-0.770129807628807, 0.25692367042329844]","[-0.7650064716368679, 0.23575926132222058]","[0.16170895490001946, -0.040354015931053144]",0.13210719386512867
2,19,"[0.6255459825399334, 0.4282845238872047]","[0.9668518498257337, 0.320750320879281]","[0.6975399292398742, 0.4198679081229073]","[-0.8376287231632006, 0.3433630461765324]","[-0.7546056812715413, 0.22348502178014484]","[0.1439878933998815, -0.01683323152859484]",0.1306802837514405
2,20,"[0.6263836112630966, 0.4279411608410282]","[0.9668518498257337, 0.320750320879281]","[0.6981362998873247, 0.41825976068047577]","[-0.7715053937994569, 0.2437068832744489]","[-0.7526891657495023, 0.22406308008404674]","[0.14350537724845625, -0.019362800321104823]",0.13002958655858676
2,21,"[0.627155116656896, 0.4276974539577537]","[0.9668518498257337, 0.320750320879281]","[0.7002534924404916, 0.4126826077657449]","[-0.7400287111128406, 0.18790376803542091]","[-0.7524918421212708, 0.22890911234895422]","[0.14619675156719114, -0.030029692384017648]",0.12961596887346977
