robot_id,iteration,position,target,sigma_est,grad_est,grad_z,grad_sigma_z,local_cost
0,1,"[0.7504472514335657, 0.7928996010783296]","[0.7418019946425606, 0.7536688171196079]","[0.6010864164237402, 0.7790137447866056]","[-0.13207032142781527, 0.0645757116257194]","[0.16665134859183584, 0.09234742420916742]","[-0.2987216700196511, -0.027771712583448016]",0.012864532894891685
0,2,"[0.7505793217549935, 0.7928350253667038]","[0.7418019946425606, 0.7536688171196079]","[0.6012358119090778, 0.7790277878805083]","[0.1669328143986013, 0.09229689159144439]","[0.16689816407078162, 0.09213965398038737]","[-0.2986870196918314, -0.027614474972391]",0.0128580952097422
0,3,"[0.7504123889405949, 0.7927427284751124]","[0.7418019946425606, 0.7536688171196079]","[0.5187788206776969, 0.7713196053970538]","[-0.08002267848580608, 0.06906473268444505]","[0.24885435685896673, 0.09957094578906767]","[-0.4632671365257961, -0.04284624615611721]",0.028657439512895597
0,4,"[0.7504924116190808, 0.792673663742428]","[0.7418019946425606, 0.7536688171196079]","[0.558654158802832, 0.7816895437117628]","[0.2038795626388259, 0.11514745734095741]","[0.20921908676928913, 0.0889938132763054]","[-0.38367650563249756, -0.021968240061330357]",0.020058184475515037
0,5,"[0.750288532056442, 0.792558516285087]","[0.7418019946425606, 0.7536688171196079]","[0.5583702565617074, 0.7816434609871062]","[0.12380114994176394, 0.09410822106417302]","[0.2088913503224974, 0.08869445362893902]","[-0.3838365509894692, -0.021830110595961516]",0.020060311468974096
0,6,"[0.7501647309065002, 0.7924644080640229]","[0.7418019946425606, 0.7536688171196079]","[0.5584929291078191, 0.7816618055526633]","[0.20901927762151304, 0.08856183823867081]","[0.2083972743265602, 0.08839378440018952]","[-0.3833436035973621, -0.02160520502271912]",0.02000242114743223
0,7,"[0.7499557116288786, 0.7923758462257842]","[0.7418019946425606, 0.7536688171196079]","[0.5704315442583837, 0.7508125147511386]","[0.2443745113523268, -0.0037361837644801082]","[0.19583160134313105, 0.11897738968699811]","[-0.35904833474098985, -0.08312666294929105]",0.018542935799589717
0,8,"[0.7497113371175264, 0.7923795824095486]","[0.7418019946425606, 0.7536688171196079]","[0.519381409538361, 0.7541414630253936]","[-0.0589467564482658, 0.13568390976783246]","[0.24614861252909692, 0.11565964996403655]","[-0.46065985515833074, -0.07647623876831]",0.028818095704049407
0,9,"[0.7497702838739746, 0.7922438984997808]","[0.7418019946425606, 0.7536688171196079]","[0.5197260394234652, 0.7539188567606728]","[0.05455421104742311, 0.11376389267690941]","[0.24598082291333745, 0.11547520449945392]","[-0.46008848890101883, -0.076650083478216]",0.028746112151317487
0,10,"[0.7497157296629272, 0.7921301346071039]","[0.7418019946425606, 0.7536688171196079]","[0.5540034954305718, 0.7644619059642068]","[0.3158929423507162, 0.1746915749276024]","[0.21153970427308866, 0.10459086361788916]","[-0.3914244684647108, -0.05533645728579417]",0.02107630489707454
0,11,"[0.7493998367205765, 0.7919554430321764]","[0.7418019946425606, 0.7536688171196079]","[0.5587104545570659, 0.7531865430773134]","[0.2176062415474807, 0.09241250484475971]","[0.2058850663195425, 0.11534215177999996]","[-0.3813787643270212, -0.07753779990972598]",0.020456326964817216
0,12,"[0.7491822304790291, 0.7918630305273316]","[0.7418019946425606, 0.7536688171196079]","[0.5595704018223474, 0.7485272633360226]","[0.21842098204459715, 0.10691138013853088]","[0.20437230032961873, 0.1197241940067566]","[-0.3792236573133634, -0.0866715343826181]",0.020428582961131713
0,13,"[0.7489638094969845, 0.7917561191471931]","[0.7418019946425606, 0.7536688171196079]","[0.5661636389827884, 0.7315097960239826]","[0.2655084557347013, 0.02650082347333907]","[0.19712380022304388, 0.13642092717838106]","[-0.3656003410283921, -0.12049264624642109]",0.020024695062692267
0,14,"[0.7486983010412498, 0.7917296183237198]","[0.7418019946425606, 0.7536688171196079]","[0.5250158272309278, 0.7385817765401176]","[-0.09437142253461339, 0.19206435866506752]","[0.23747508660770045, 0.12926944419182607]","[-0.44736494762064405, -0.10629568356720442]",0.02792545471832364
0,15,"[0.7487926724637844, 0.7915375539650548]","[0.7418019946425606, 0.7536688171196079]","[0.5297602807615405, 0.7392955491574437]","[0.12502528691936876, 0.1602772969776737]","[0.2330137473446917, 0.12797947849850488]","[-0.43806478340448796, -0.1044840096152222]",0.026835118647231707
0,16,"[0.7486676471768651, 0.7913772766680771]","[0.7418019946425606, 0.7536688171196079]","[0.5583241798479687, 0.7383559469614145]","[0.36392962558979025, 0.1344783754561953]","[0.20407477239750538, 0.1284382488036011]","[-0.3806869346577928, -0.10604265941332525]",0.02099001358556498
0,17,"[0.7483037175512752, 0.7912427982926209]","[0.7418019946425606, 0.7536688171196079]","[0.5561579752109427, 0.732650545313196]","[0.19702635147489556, 0.11536408113625436]","[0.20514918815776184, 0.133740215325451]","[-0.3842914846806651, -0.11718450595884988]",0.021630595666332842
0,18,"[0.7481066911998003, 0.7911274342114847]","[0.7418019946425606, 0.7536688171196079]","[0.5644235459971938, 0.7307990075961681]","[0.2638174471702249, 0.1319050995187588]","[0.19629253831708604, 0.1352456607990702]","[-0.36736629040521307, -0.12065685323063313]",0.02013240563781546
0,19,"[0.7478428737526301, 0.7909955291119659]","[0.7418019946425606, 0.7536688171196079]","[0.563288123089792, 0.7159208874384032]","[0.20581537812209635, 0.04625292811681968]","[0.19663650888297723, 0.14972806565827879]","[-0.3691095013256762, -0.1501492833471254]",0.021278104555901012
0,20,"[0.747637058374508, 0.7909492761838491]","[0.7418019946425606, 0.7536688171196079]","[0.5339685063281514, 0.7224892813164926]","[-0.09508748616236917, 0.21514289787014187]","[0.22533867951025144, 0.14302091299583908]","[-0.4273371040927132, -0.1369199897347131]",0.026594391112209
0,21,"[0.7477321458606704, 0.790734133285979]","[0.7418019946425606, 0.7536688171196079]","[0.5422497774815463, 0.7226524602570708]","[0.16467796419829903, 0.17671585594765868]","[0.21734267081534364, 0.14221230536165042]","[-0.4109647367582481, -0.13616334605781644]",0.024838063314537303
