robot_id,iteration,position,target,sigma_est,grad_est,grad_z,grad_sigma_z,local_cost
3,1,"[0.31010977731821676, 0.7147134331923328]","[0.20033155121842627, 0.8577591891930944]","[0.46884330429230947, 0.755813592973856]","[0.3782899791736737, -0.2449913522199999]","[0.06082292522548827, -0.3271916717830462]","[0.3174670539481854, 0.0822003195630463]",0.04595612509529699
3,2,"[0.3097314873390431, 0.7149584245445528]","[0.20033155121842627, 0.8577591891930944]","[0.46868501075822555, 0.755771919484391]","[0.060286341712230684, -0.32698835392029113]","[0.0598463488220512, -0.32641502423692126]","[0.3179070468383649, 0.08162698987967643]",0.04582638639569157
3,3,"[0.30967120099733086, 0.7152854128984731]","[0.20033155121842627, 0.8577591891930944]","[0.469003014395687, 0.7558539164860913]","[0.06010406611780039, -0.32600603888130064]","[0.05934748615945307, -0.32551605617686064]","[0.31866362679671223, 0.08113700717523642]",0.045770151067496864
3,4,"[0.3096110969312131, 0.7156114189373545]","[0.20033155121842627, 0.8577591891930944]","[0.5188410984187992, 0.7751245689395037]","[0.20905192828303673, -0.26765215007075355]","[0.009329089937987478, -0.34380869051362895]","[0.4184600029751723, 0.11902630000429837]",0.05580751197270847
3,5,"[0.30940204500293006, 0.7158790710874252]","[0.20033155121842627, 0.8577591891930944]","[0.5307159838348783, 0.744211377866343]","[0.14503997084235054, -0.39732224561305063]","[-0.0031729512629406487, -0.312092542990256]","[0.44262787766389644, 0.056664613557835475]",0.05691763009243711
3,6,"[0.3092570050320877, 0.7162763933330383]","[0.20033155121842627, 0.8577591891930944]","[0.5043731001936641, 0.7498502440630183]","[-0.1344287617315753, -0.28372349064350944]","[0.022734812465746435, -0.31653944245009213]","[0.3902321903231528, 0.06714770145995996]",0.05148088303486055
3,7,"[0.3093914337938193, 0.7165601168236818]","[0.20033155121842627, 0.8577591891930944]","[0.5146627120748255, 0.7522459437155375]","[0.02076121449243429, -0.2922734938456058]","[0.012848486869779796, -0.3180839716306808]","[0.41054255656201244, 0.07137165378371146]",0.053536123989378
3,8,"[0.3093706725793268, 0.7168523903175275]","[0.20033155121842627, 0.8577591891930944]","[0.5257558589960042, 0.7416100320055053]","[0.04779675370060854, -0.36921672224179936]","[0.0016930563051237302, -0.3065712394391117]","[0.43277037283335473, 0.04951528337595579]",0.055462000817781916
3,9,"[0.30932287582562623, 0.7172216070397692]","[0.20033155121842627, 0.8577591891930944]","[0.5174649945367568, 0.7441571604980746]","[-0.03157574274422132, -0.286346454602922]","[0.009840530503269385, -0.3080107177649556]","[0.41628423742226106, 0.05387110691661068]",0.05365425364796643
3,10,"[0.30935445156837044, 0.7175079534943721]","[0.20033155121842627, 0.8577591891930944]","[0.547967780601682, 0.7469249678835237]","[0.1533676890983206, -0.281047960831419]","[-0.02056752833342329, -0.309919485786596]","[0.47722665806662323, 0.05883402877830313]",0.06045724267969789
3,11,"[0.30920108387927214, 0.7177890014552035]","[0.20033155121842627, 0.8577591891930944]","[0.5351140611968228, 0.7345005832275383]","[-0.07131990657699329, -0.3345524730230467]","[-0.008173911995858929, -0.29665195724811644]","[0.45182595463510133, 0.033423163544669565]",0.05710220374007818
3,12,"[0.30927240378584914, 0.7181235539282266]","[0.20033155121842627, 0.8577591891930944]","[0.5225589445063521, 0.7380026572667054]","[-0.168936497575648, -0.2502196386146246]","[0.004595164414342767, -0.2991503738682144]","[0.4265730814410059, 0.03975820667695773]",0.0543093835949705
